frame,servo_angle,motor_speed
frame_00000.png,90.0,0
frame_00001.png,90.0,0
frame_00002.png,90.0,0
frame_00003.png,90.0,0
frame_00004.png,76.6015625,50
frame_00005.png,76.6015625,51
frame_00006.png,76.6015625,52
frame_00007.png,76.6015625,53
frame_00008.png,76.6015625,54
frame_00009.png,76.6015625,55
frame_00010.png,76.6015625,56
frame_00011.png,76.6015625,57
frame_00012.png,76.6015625,58
frame_00013.png,76.6015625,59
frame_00014.png,76.6015625,60
frame_00015.png,125,61
frame_00016.png,125,62
frame_00017.png,125,63
frame_00018.png,125,64
frame_00019.png,90.0,65
frame_00020.png,90.0,66
frame_00021.png,125,67
frame_00022.png,125,68
frame_00023.png,125,69
frame_00024.png,125,70
frame_00025.png,125,71
frame_00026.png,125,72
frame_00027.png,125,73
frame_00028.png,90.0,74
frame_00029.png,55.001068115234375,75
frame_00030.png,55.001068115234375,76
frame_00031.png,55.001068115234375,77
frame_00032.png,55.001068115234375,78
frame_00033.png,55.001068115234375,79
frame_00034.png,55.001068115234375,80
frame_00035.png,55.001068115234375,81
frame_00036.png,125,82
frame_00037.png,125,83
frame_00038.png,125,84
frame_00039.png,125,85
frame_00040.png,125,86
frame_00041.png,125,87
frame_00042.png,125,88
frame_00043.png,125,89
frame_00044.png,125,90
frame_00045.png,125,91
frame_00046.png,125,92
frame_00047.png,125,93
frame_00048.png,125,94
frame_00049.png,125,95
frame_00050.png,125,96
frame_00051.png,125,97
frame_00052.png,125,98
frame_00053.png,70.5859375,99
frame_00054.png,55.001068115234375,100
frame_00055.png,55.001068115234375,100
frame_00056.png,55.001068115234375,100
frame_00057.png,55.001068115234375,100
frame_00058.png,55.001068115234375,100
frame_00059.png,55.001068115234375,100
frame_00060.png,55.001068115234375,100
frame_00061.png,90.0,100
frame_00062.png,125,100
frame_00063.png,125,100
frame_00064.png,125,100
frame_00065.png,125,100
frame_00066.png,125,100
frame_00067.png,104.21875,100
frame_00068.png,81.5234375,100
frame_00069.png,56.3671875,100
frame_00070.png,55.001068115234375,100
frame_00071.png,90.0,100
frame_00072.png,90.0,100
frame_00073.png,90.0,100
frame_00074.png,90.0,100
frame_00075.png,55.001068115234375,100
frame_00076.png,55.001068115234375,100
frame_00077.png,55.001068115234375,100
frame_00078.png,55.001068115234375,100
frame_00079.png,55.001068115234375,100
frame_00080.png,55.001068115234375,100
frame_00081.png,55.001068115234375,100
frame_00082.png,55.001068115234375,100
frame_00083.png,90.0,100
frame_00084.png,90.0,100
frame_00085.png,90.0,0
frame_00086.png,90.0,0
frame_00087.png,90.0,0
frame_00088.png,90.0,0
frame_00089.png,90.0,0
